,timestamp,metric,value,playername,team
992,2025-03-07 19:00:00,accel_load_accum,0.650221,PLAYER_690,Womens Basketball
993,2025-03-07 19:00:00,distance_total,0.464685,PLAYER_690,Womens Basketball
994,2025-01-11 15:20:00,distance_total,1.09964,PLAYER_690,Womens Basketball
995,2025-01-11 15:20:00,accel_load_accum,0.516144,PLAYER_690,Womens Basketball
996,2025-01-07 14:30:00,accel_load_accum,0.017134,PLAYER_690,Womens Basketball
997,2025-01-01 20:00:14,accel_load_accum,0.264838,PLAYER_690,Womens Basketball
998,2025-01-01 20:00:14,distance_total,0.01377,PLAYER_690,Womens Basketball
999,2025-01-01 17:15:30,distance_total,0.01377,PLAYER_690,Womens Basketball
1000,2025-01-01 17:15:30,accel_load_accum,0.264838,PLAYER_690,Womens Basketball
1001,2024-11-17 18:00:11,accel_load_accum,0.227002,PLAYER_690,Womens Basketball
1002,2024-11-07 22:30:00,accel_load_accum,0.051697,PLAYER_690,Womens Basketball
1003,2024-10-17 13:30:00,accel_load_accum,0.1359,PLAYER_690,Womens Basketball
1004,2024-10-11 12:30:00,accel_load_accum,216.670977,PLAYER_690,Womens Basketball
1005,2024-10-11 12:30:00,distance_total,1397.057393,PLAYER_690,Womens Basketball
1006,2024-10-10 13:00:00,distance_total,5036.972675,PLAYER_690,Womens Basketball
1007,2024-10-10 13:00:00,accel_load_accum,714.843094,PLAYER_690,Womens Basketball
1008,2024-10-09 14:30:00,accel_load_accum,363.259389,PLAYER_690,Womens Basketball
1009,2024-10-09 14:30:00,distance_total,2483.254011,PLAYER_690,Womens Basketball
1010,2024-10-08 13:40:00,distance_total,4122.897863,PLAYER_690,Womens Basketball
1011,2024-10-08 13:40:00,accel_load_accum,634.596659,PLAYER_690,Womens Basketball
1012,2024-10-07 13:20:00,accel_load_accum,716.178407,PLAYER_690,Womens Basketball
1013,2024-10-07 13:20:00,distance_total,5303.879667,PLAYER_690,Womens Basketball
1014,2024-10-05 12:30:00,distance_total,4034.571116,PLAYER_690,Womens Basketball
1015,2024-10-05 12:30:00,accel_load_accum,570.86483,PLAYER_690,Womens Basketball
1016,2024-10-04 13:30:00,accel_load_accum,649.255188,PLAYER_690,Womens Basketball
1017,2024-10-04 13:30:00,distance_total,4604.679739,PLAYER_690,Womens Basketball
1018,2024-10-02 14:05:00,distance_total,3550.831148,PLAYER_690,Womens Basketball
1019,2024-10-02 14:05:00,accel_load_accum,502.662546,PLAYER_690,Womens Basketball
1020,2024-09-30 13:20:00,accel_load_accum,669.143846,PLAYER_690,Womens Basketball
1021,2024-09-30 13:20:00,distance_total,5070.176375,PLAYER_690,Womens Basketball
1022,2024-09-28 13:00:00,distance_total,2904.558403,PLAYER_690,Womens Basketball
1023,2024-09-28 13:00:00,accel_load_accum,392.488244,PLAYER_690,Womens Basketball
1024,2024-09-27 13:20:00,accel_load_accum,565.586212,PLAYER_690,Womens Basketball
1025,2024-09-27 13:20:00,distance_total,3989.64546,PLAYER_690,Womens Basketball
1026,2024-09-25 13:33:00,distance_total,3452.106125,PLAYER_690,Womens Basketball
1027,2024-09-25 13:33:00,accel_load_accum,488.372099,PLAYER_690,Womens Basketball
1028,2024-09-11 14:15:00,accel_load_accum,147.224326,PLAYER_690,Womens Basketball
1029,2024-09-11 14:15:00,distance_total,1168.314764,PLAYER_690,Womens Basketball
1030,2024-09-10 13:45:00,distance_total,3244.467622,PLAYER_690,Womens Basketball
1031,2024-09-10 13:45:00,accel_load_accum,442.807046,PLAYER_690,Womens Basketball
1032,2024-09-05 11:50:00,accel_load_accum,346.908177,PLAYER_690,Womens Basketball
1033,2024-09-05 11:50:00,distance_total,3457.753744,PLAYER_690,Womens Basketball
1034,2024-09-04 12:25:00,distance_total,1728.177871,PLAYER_690,Womens Basketball
1035,2024-09-04 12:25:00,accel_load_accum,295.508643,PLAYER_690,Womens Basketball
1036,2024-08-08 14:30:00,accel_load_accum,392.592044,PLAYER_690,Womens Basketball
1037,2024-08-08 14:30:00,distance_total,3012.518771,PLAYER_690,Womens Basketball
1038,2024-08-08 13:30:00,distance_total,75.961561,PLAYER_690,Womens Basketball
1039,2024-08-08 13:30:00,accel_load_accum,12.309501,PLAYER_690,Womens Basketball
1040,2024-08-07 13:30:00,accel_load_accum,368.408428,PLAYER_690,Womens Basketball
1041,2024-08-07 13:30:00,distance_total,2635.297202,PLAYER_690,Womens Basketball
1042,2024-08-06 13:30:00,distance_total,2803.128766,PLAYER_690,Womens Basketball
1043,2024-08-06 13:30:00,accel_load_accum,362.4276,PLAYER_690,Womens Basketball
