,playername,timestamp,accel_load_accum,distance_total
327,PLAYER_690,2023-11-24 19:35:46,537.635061,4042.155436
328,PLAYER_690,2023-11-25 11:09:49,347.776477,2455.916544
329,PLAYER_690,2023-11-26 18:00:00,828.705051,5325.79331
330,PLAYER_690,2023-11-28 19:10:13,739.539981,5175.635632
331,PLAYER_690,2023-11-29 14:10:00,427.371704,2352.936521
332,PLAYER_690,2023-11-30 18:20:01,605.099086,4212.317156
333,PLAYER_690,2023-12-01 18:10:57,399.174677,2917.086327
334,PLAYER_690,2023-12-02 16:15:00,827.003852,5922.586353
335,PLAYER_690,2023-12-04 18:42:12,547.452923,4105.566948
336,PLAYER_690,2023-12-05 18:02:31,1.14045,0.442552
337,PLAYER_690,2023-12-05 18:39:43,369.422672,2678.87998
338,PLAYER_690,2023-12-06 16:30:00,761.656049,5336.088218
339,PLAYER_690,2023-12-08 18:31:31,514.472494,3780.31051
340,PLAYER_690,2023-12-09 14:49:39,561.65072,4096.574297
341,PLAYER_690,2023-12-10 14:20:59,4.426714,9.01829
342,PLAYER_690,2023-12-10 15:09:00,453.490532,3453.029039
343,PLAYER_690,2023-12-11 21:45:00,812.053116,5816.94718
344,PLAYER_690,2023-12-14 20:03:12,615.40074,4390.494261
345,PLAYER_690,2023-12-15 17:50:10,544.292188,3768.731123
346,PLAYER_690,2023-12-16 17:10:00,373.817306,2177.586061
347,PLAYER_690,2023-12-18 14:20:01,614.222491,4607.269187
348,PLAYER_690,2023-12-19 19:30:02,591.545304,4290.924944
349,PLAYER_690,2023-12-20 16:14:01,387.968884,2881.93818
350,PLAYER_690,2023-12-20 17:50:00,27.983428,102.644783
351,PLAYER_690,2023-12-21 16:00:00,813.523391,5735.990182
352,PLAYER_690,2023-12-27 17:10:35,652.832593,4995.908004
353,PLAYER_690,2023-12-28 15:18:00,635.382316,4939.363605
354,PLAYER_690,2023-12-29 12:59:38,434.210703,3089.2715
355,PLAYER_690,2023-12-29 13:00:00,431.47194,3060.025387
356,PLAYER_690,2023-12-30 16:00:00,920.292948,6560.98298
357,PLAYER_690,2024-01-01 13:50:00,333.837408,2061.455951
358,PLAYER_690,2024-01-02 18:24:19,685.993697,4722.12554
359,PLAYER_690,2024-01-03 18:00:36,660.012822,4721.63023
360,PLAYER_690,2024-01-04 16:06:02,411.694107,2905.407296
361,PLAYER_690,2024-01-05 22:00:00,815.361033,5707.978281
362,PLAYER_690,2024-01-06 20:05:20,262.1934,1732.04739
363,PLAYER_690,2024-01-07 16:00:00,749.872211,5324.169783
364,PLAYER_690,2024-01-09 15:03:54,608.533774,4233.64264
365,PLAYER_690,2024-01-10 14:50:24,643.021449,4435.999924
366,PLAYER_690,2024-01-11 14:29:48,345.36087,2396.038071
367,PLAYER_690,2024-01-12 22:00:00,792.032738,5586.908861
368,PLAYER_690,2024-01-13 21:25:00,241.881914,1616.179816
369,PLAYER_690,2024-01-14 17:00:00,647.01914,4162.068086
370,PLAYER_690,2024-01-16 15:45:00,476.632945,3796.165831
371,PLAYER_690,2024-01-17 17:49:59,631.470238,4333.921016
372,PLAYER_690,2024-01-18 15:12:27,350.577878,2451.366201
373,PLAYER_690,2024-01-19 21:30:00,871.082769,6188.574942
374,PLAYER_690,2024-01-20 22:45:00,175.451428,1297.163096
375,PLAYER_690,2024-01-21 17:15:00,745.48014,4925.928704
376,PLAYER_690,2024-01-23 12:50:00,398.295743,2453.680777
377,PLAYER_690,2024-01-24 15:07:22,551.706375,3659.934541
378,PLAYER_690,2024-01-25 14:50:32,412.622192,
379,PLAYER_690,2024-01-26 14:51:06,482.932426,3311.400452
380,PLAYER_690,2024-01-27 17:00:20,337.510511,2309.298947
381,PLAYER_690,2024-01-28 17:00:00,656.597935,4442.592921
382,PLAYER_690,2024-01-30 15:05:00,545.978189,3686.008796
383,PLAYER_690,2024-01-31 14:50:02,614.745877,4434.403658
384,PLAYER_690,2024-02-01 14:59:51,361.218074,2520.384436
385,PLAYER_690,2024-02-02 22:00:00,775.088409,5059.095032
386,PLAYER_690,2024-02-03 22:00:00,273.386668,1822.243128
387,PLAYER_690,2024-02-04 17:00:00,853.578424,5909.233108
388,PLAYER_690,2024-02-06 15:23:00,504.273137,3569.82564
389,PLAYER_690,2024-02-07 15:30:00,722.668008,5558.328034
390,PLAYER_690,2024-02-08 15:14:06,389.36015,2780.884338
391,PLAYER_690,2024-02-09 21:45:00,703.216431,4546.009063
392,PLAYER_690,2024-02-10 22:34:00,307.824131,2059.689831
393,PLAYER_690,2024-02-11 17:00:00,829.196879,5597.925509
394,PLAYER_690,2024-02-12 14:33:24,304.730176,1899.735882
395,PLAYER_690,2024-02-14 13:53:30,502.115596,3634.915512
396,PLAYER_690,2024-02-15 14:59:50,375.643808,2786.190408
397,PLAYER_690,2024-02-16 21:30:00,797.193994,5498.721942
398,PLAYER_690,2024-02-17 19:16:01,356.453582,2272.600005
399,PLAYER_690,2024-02-18 16:00:00,727.843138,5166.450295
400,PLAYER_690,2024-02-21 15:18:26,520.262696,3365.676135
401,PLAYER_690,2024-02-22 14:49:56,577.794805,4090.735179
402,PLAYER_690,2024-02-23 14:50:00,84.648905,363.068869
403,PLAYER_690,2024-02-24 13:59:55,355.000377,2329.763433
404,PLAYER_690,2024-02-25 15:50:37,472.319158,2816.203959
405,PLAYER_690,2024-02-28 15:01:44,483.51666,2907.042175
406,PLAYER_690,2024-02-29 15:10:04,317.172522,1917.372336
407,PLAYER_690,2024-03-01 21:00:00,935.535203,6204.177849
408,PLAYER_690,2024-03-02 17:29:48,340.535328,2220.290454
409,PLAYER_690,2024-03-03 17:00:00,776.837597,5235.672207
