,metric,playername,player_counter
738,leftTorque,PLAYER_1249,14
739,leftTorque,PLAYER_1061,14
740,leftTorque,PLAYER_006,14
741,leftTorque,PLAYER_944,14
742,leftTorque,PLAYER_780,14
743,leftTorque,PLAYER_426,14
744,leftTorque,PLAYER_1155,14
745,leftTorque,PLAYER_845,14
746,leftTorque,PLAYER_732,14
747,rightMaxForce,PLAYER_1133,14
748,rightMaxForce,PLAYER_255,14
749,rightMaxForce,PLAYER_1061,14
750,rightMaxForce,PLAYER_006,14
751,rightMaxForce,PLAYER_944,14
752,rightMaxForce,PLAYER_780,14
753,rightMaxForce,PLAYER_1155,14
754,rightMaxForce,PLAYER_845,14
755,rightMaxForce,PLAYER_732,14
756,rightTorque,PLAYER_1133,14
757,rightTorque,PLAYER_1249,14
758,rightTorque,PLAYER_1061,14
759,rightTorque,PLAYER_006,14
760,rightTorque,PLAYER_944,14
761,rightTorque,PLAYER_780,14
762,rightTorque,PLAYER_426,14
763,rightTorque,PLAYER_1155,14
764,rightTorque,PLAYER_845,14
765,rightTorque,PLAYER_732,14
766,accel_load_accum,PLAYER_1203,13
767,accel_load_accum,PLAYER_1135,13
768,distance_total,PLAYER_1203,13
769,distance_total,PLAYER_1135,13
770,leftMaxForce,PLAYER_310,13
771,leftMaxForce,PLAYER_218,13
772,leftMaxForce,PLAYER_667,13
773,leftMaxForce,PLAYER_1248,13
774,leftMaxForce,PLAYER_527,13
775,leftMaxForce,PLAYER_1238,13
776,leftMaxForce,PLAYER_754,13
777,leftMaxForce,PLAYER_685,13
778,leftMaxForce,PLAYER_557,13
779,leftMaxForce,PLAYER_161,13
780,leftMaxForce,PLAYER_474,13
781,leftMaxForce,PLAYER_912,13
782,leftMaxForce,PLAYER_803,13
783,leftMaxForce,PLAYER_555,13
784,leftMaxForce,PLAYER_519,13
785,leftMaxForce,PLAYER_972,13
786,leftMaxForce,PLAYER_347,13
787,leftMaxForce,PLAYER_820,13
788,leftTorque,PLAYER_310,13
789,leftTorque,PLAYER_218,13
790,leftTorque,PLAYER_255,13
791,leftTorque,PLAYER_1238,13
792,leftTorque,PLAYER_754,13
793,leftTorque,PLAYER_685,13
794,leftTorque,PLAYER_557,13
795,leftTorque,PLAYER_161,13
796,leftTorque,PLAYER_912,13
797,leftTorque,PLAYER_803,13
798,leftTorque,PLAYER_555,13
799,leftTorque,PLAYER_519,13
800,leftTorque,PLAYER_972,13
801,leftTorque,PLAYER_347,13
802,rightMaxForce,PLAYER_310,13
803,rightMaxForce,PLAYER_218,13
804,rightMaxForce,PLAYER_667,13
805,rightMaxForce,PLAYER_1248,13
806,rightMaxForce,PLAYER_527,13
807,rightMaxForce,PLAYER_1238,13
808,rightMaxForce,PLAYER_754,13
809,rightMaxForce,PLAYER_685,13
810,rightMaxForce,PLAYER_557,13
811,rightMaxForce,PLAYER_161,13
812,rightMaxForce,PLAYER_474,13
813,rightMaxForce,PLAYER_803,13
814,rightMaxForce,PLAYER_555,13
815,rightMaxForce,PLAYER_519,13
816,rightMaxForce,PLAYER_972,13
817,rightMaxForce,PLAYER_347,13
818,rightMaxForce,PLAYER_820,13
819,rightTorque,PLAYER_310,13
820,rightTorque,PLAYER_218,13
821,rightTorque,PLAYER_255,13
822,rightTorque,PLAYER_1238,13
823,rightTorque,PLAYER_754,13
824,rightTorque,PLAYER_685,13
825,rightTorque,PLAYER_557,13
826,rightTorque,PLAYER_161,13
827,rightTorque,PLAYER_803,13
828,rightTorque,PLAYER_555,13
829,rightTorque,PLAYER_519,13
830,rightTorque,PLAYER_972,13
831,rightTorque,PLAYER_347,13
832,accel_load_accum,PLAYER_674,12
833,accel_load_accum,PLAYER_1122,12
834,distance_total,PLAYER_674,12
835,distance_total,PLAYER_1122,12
836,leftMaxForce,PLAYER_408,12
837,leftMaxForce,PLAYER_1097,12
838,leftMaxForce,PLAYER_782,12
839,leftMaxForce,PLAYER_1225,12
840,leftMaxForce,PLAYER_611,12
841,leftMaxForce,PLAYER_189,12
842,leftMaxForce,PLAYER_981,12
843,leftMaxForce,PLAYER_499,12
844,leftMaxForce,PLAYER_155,12
845,leftMaxForce,PLAYER_630,12
846,leftMaxForce,PLAYER_830,12
847,leftMaxForce,PLAYER_422,12
848,leftMaxForce,PLAYER_452,12
849,leftTorque,PLAYER_667,12
850,leftTorque,PLAYER_1248,12
851,leftTorque,PLAYER_527,12
852,leftTorque,PLAYER_1097,12
853,leftTorque,PLAYER_782,12
854,leftTorque,PLAYER_1225,12
855,leftTorque,PLAYER_474,12
856,leftTorque,PLAYER_981,12
857,leftTorque,PLAYER_155,12
858,leftTorque,PLAYER_630,12
859,leftTorque,PLAYER_830,12
860,leftTorque,PLAYER_820,12
861,rightMaxForce,PLAYER_408,12
862,rightMaxForce,PLAYER_1097,12
863,rightMaxForce,PLAYER_782,12
864,rightMaxForce,PLAYER_1225,12
865,rightMaxForce,PLAYER_611,12
866,rightMaxForce,PLAYER_189,12
867,rightMaxForce,PLAYER_981,12
868,rightMaxForce,PLAYER_499,12
869,rightMaxForce,PLAYER_155,12
870,rightMaxForce,PLAYER_630,12
871,rightMaxForce,PLAYER_912,12
872,rightMaxForce,PLAYER_830,12
873,rightMaxForce,PLAYER_422,12
874,rightMaxForce,PLAYER_452,12
875,rightTorque,PLAYER_667,12
876,rightTorque,PLAYER_1248,12
877,rightTorque,PLAYER_527,12
878,rightTorque,PLAYER_1097,12
879,rightTorque,PLAYER_782,12
880,rightTorque,PLAYER_1225,12
881,rightTorque,PLAYER_474,12
882,rightTorque,PLAYER_981,12
883,rightTorque,PLAYER_155,12
884,rightTorque,PLAYER_630,12
885,rightTorque,PLAYER_912,12
886,rightTorque,PLAYER_830,12
887,rightTorque,PLAYER_820,12
888,accel_load_accum,PLAYER_038,11
889,distance_total,PLAYER_038,11
890,leftMaxForce,PLAYER_471,11
891,leftMaxForce,PLAYER_338,11
892,leftMaxForce,PLAYER_382,11
893,leftMaxForce,PLAYER_428,11
894,leftMaxForce,PLAYER_267,11
895,leftMaxForce,PLAYER_743,11
896,leftMaxForce,PLAYER_503,11
897,leftMaxForce,PLAYER_525,11
898,leftMaxForce,PLAYER_547,11
899,leftMaxForce,PLAYER_154,11
900,leftMaxForce,PLAYER_910,11
901,leftMaxForce,PLAYER_423,11
902,leftMaxForce,PLAYER_978,11
903,leftMaxForce,PLAYER_599,11
904,leftMaxForce,PLAYER_477,11
905,leftTorque,PLAYER_471,11
906,leftTorque,PLAYER_338,11
907,leftTorque,PLAYER_408,11
908,leftTorque,PLAYER_382,11
909,leftTorque,PLAYER_428,11
910,leftTorque,PLAYER_267,11
911,leftTorque,PLAYER_743,11
912,leftTorque,PLAYER_503,11
913,leftTorque,PLAYER_525,11
914,leftTorque,PLAYER_611,11
915,leftTorque,PLAYER_189,11
916,leftTorque,PLAYER_499,11
917,leftTorque,PLAYER_547,11
918,leftTorque,PLAYER_154,11
919,leftTorque,PLAYER_910,11
920,leftTorque,PLAYER_423,11
921,leftTorque,PLAYER_422,11
922,leftTorque,PLAYER_978,11
923,leftTorque,PLAYER_599,11
924,leftTorque,PLAYER_452,11
925,rightMaxForce,PLAYER_471,11
926,rightMaxForce,PLAYER_338,11
927,rightMaxForce,PLAYER_382,11
928,rightMaxForce,PLAYER_428,11
929,rightMaxForce,PLAYER_267,11
930,rightMaxForce,PLAYER_743,11
931,rightMaxForce,PLAYER_503,11
932,rightMaxForce,PLAYER_525,11
933,rightMaxForce,PLAYER_547,11
934,rightMaxForce,PLAYER_154,11
935,rightMaxForce,PLAYER_910,11
936,rightMaxForce,PLAYER_423,11
937,rightMaxForce,PLAYER_978,11
938,rightMaxForce,PLAYER_599,11
939,rightMaxForce,PLAYER_477,11
940,rightTorque,PLAYER_471,11
941,rightTorque,PLAYER_338,11
942,rightTorque,PLAYER_408,11
943,rightTorque,PLAYER_382,11
944,rightTorque,PLAYER_428,11
945,rightTorque,PLAYER_267,11
946,rightTorque,PLAYER_743,11
947,rightTorque,PLAYER_503,11
948,rightTorque,PLAYER_525,11
949,rightTorque,PLAYER_611,11
950,rightTorque,PLAYER_189,11
951,rightTorque,PLAYER_499,11
952,rightTorque,PLAYER_547,11
953,rightTorque,PLAYER_154,11
954,rightTorque,PLAYER_910,11
955,rightTorque,PLAYER_423,11
956,rightTorque,PLAYER_422,11
957,rightTorque,PLAYER_978,11
958,rightTorque,PLAYER_599,11
959,rightTorque,PLAYER_452,11
960,leftMaxForce,PLAYER_465,10
961,leftMaxForce,PLAYER_973,10
962,leftMaxForce,PLAYER_663,10
963,leftMaxForce,PLAYER_302,10
964,leftMaxForce,PLAYER_889,10
965,leftMaxForce,PLAYER_648,10
966,leftMaxForce,PLAYER_612,10
967,leftMaxForce,PLAYER_387,10
968,leftMaxForce,PLAYER_788,10
969,leftMaxForce,PLAYER_671,10
970,leftMaxForce,PLAYER_234,10
971,leftMaxForce,PLAYER_904,10
972,leftMaxForce,PLAYER_062,10
973,leftMaxForce,PLAYER_283,10
974,leftMaxForce,PLAYER_1152,10
975,leftMaxForce,PLAYER_112,10
976,leftMaxForce,PLAYER_139,10
977,leftMaxForce,PLAYER_009,10
978,leftMaxForce,PLAYER_908,10
979,leftMaxForce,PLAYER_1006,10
980,leftMaxForce,PLAYER_566,10
981,leftMaxForce,PLAYER_236,10
982,leftMaxForce,PLAYER_037,10
983,leftTorque,PLAYER_465,10
984,leftTorque,PLAYER_973,10
985,leftTorque,PLAYER_663,10
986,leftTorque,PLAYER_302,10
987,leftTorque,PLAYER_889,10
988,leftTorque,PLAYER_648,10
989,leftTorque,PLAYER_612,10
990,leftTorque,PLAYER_387,10
991,leftTorque,PLAYER_788,10
992,leftTorque,PLAYER_671,10
993,leftTorque,PLAYER_234,10
994,leftTorque,PLAYER_904,10
995,leftTorque,PLAYER_062,10
996,leftTorque,PLAYER_283,10
997,leftTorque,PLAYER_112,10
998,leftTorque,PLAYER_139,10
999,leftTorque,PLAYER_477,10
1000,leftTorque,PLAYER_566,10
1001,leftTorque,PLAYER_236,10
1002,rightMaxForce,PLAYER_465,10
1003,rightMaxForce,PLAYER_973,10
1004,rightMaxForce,PLAYER_663,10
1005,rightMaxForce,PLAYER_302,10
1006,rightMaxForce,PLAYER_889,10
1007,rightMaxForce,PLAYER_648,10
1008,rightMaxForce,PLAYER_612,10
1009,rightMaxForce,PLAYER_387,10
1010,rightMaxForce,PLAYER_788,10
1011,rightMaxForce,PLAYER_671,10
1012,rightMaxForce,PLAYER_234,10
1013,rightMaxForce,PLAYER_904,10
1014,rightMaxForce,PLAYER_062,10
1015,rightMaxForce,PLAYER_283,10
1016,rightMaxForce,PLAYER_1152,10
1017,rightMaxForce,PLAYER_112,10
1018,rightMaxForce,PLAYER_139,10
1019,rightMaxForce,PLAYER_009,10
1020,rightMaxForce,PLAYER_908,10
1021,rightMaxForce,PLAYER_1006,10
1022,rightMaxForce,PLAYER_566,10
1023,rightMaxForce,PLAYER_236,10
1024,rightMaxForce,PLAYER_037,10
1025,rightTorque,PLAYER_465,10
1026,rightTorque,PLAYER_973,10
1027,rightTorque,PLAYER_663,10
1028,rightTorque,PLAYER_302,10
1029,rightTorque,PLAYER_889,10
1030,rightTorque,PLAYER_648,10
1031,rightTorque,PLAYER_612,10
1032,rightTorque,PLAYER_387,10
1033,rightTorque,PLAYER_788,10
1034,rightTorque,PLAYER_671,10
1035,rightTorque,PLAYER_234,10
1036,rightTorque,PLAYER_904,10
1037,rightTorque,PLAYER_062,10
1038,rightTorque,PLAYER_283,10
1039,rightTorque,PLAYER_112,10
1040,rightTorque,PLAYER_139,10
1041,rightTorque,PLAYER_477,10
1042,rightTorque,PLAYER_566,10
1043,rightTorque,PLAYER_236,10
1044,accel_load_accum,PLAYER_353,9
1045,accel_load_accum,PLAYER_1084,9
1046,distance_total,PLAYER_353,9
1047,distance_total,PLAYER_1084,9
1048,leftMaxForce,PLAYER_488,9
1049,leftMaxForce,PLAYER_535,9
1050,leftMaxForce,PLAYER_745,9
1051,leftMaxForce,PLAYER_758,9
1052,leftMaxForce,PLAYER_178,9
1053,leftMaxForce,PLAYER_029,9
1054,leftMaxForce,PLAYER_016,9
1055,leftMaxForce,PLAYER_980,9
1056,leftMaxForce,PLAYER_775,9
1057,leftMaxForce,PLAYER_589,9
1058,leftMaxForce,PLAYER_728,9
1059,leftMaxForce,PLAYER_1049,9
1060,leftMaxForce,PLAYER_510,9
1061,leftMaxForce,PLAYER_1226,9
1062,leftMaxForce,PLAYER_607,9
1063,leftMaxForce,PLAYER_058,9
1064,leftMaxForce,PLAYER_374,9
1065,leftMaxForce,PLAYER_193,9
1066,leftMaxForce,PLAYER_353,9
1067,leftMaxForce,PLAYER_269,9
1068,leftMaxForce,PLAYER_1084,9
1069,leftTorque,PLAYER_488,9
1070,leftTorque,PLAYER_535,9
1071,leftTorque,PLAYER_745,9
1072,leftTorque,PLAYER_758,9
1073,leftTorque,PLAYER_178,9
1074,leftTorque,PLAYER_029,9
1075,leftTorque,PLAYER_016,9
1076,leftTorque,PLAYER_980,9
1077,leftTorque,PLAYER_775,9
1078,leftTorque,PLAYER_589,9
1079,leftTorque,PLAYER_728,9
1080,leftTorque,PLAYER_510,9
1081,leftTorque,PLAYER_1226,9
1082,leftTorque,PLAYER_607,9
1083,leftTorque,PLAYER_058,9
1084,leftTorque,PLAYER_1152,9
1085,leftTorque,PLAYER_374,9
1086,leftTorque,PLAYER_009,9
1087,leftTorque,PLAYER_908,9
1088,leftTorque,PLAYER_1006,9
1089,leftTorque,PLAYER_353,9
1090,leftTorque,PLAYER_037,9
1091,leftTorque,PLAYER_269,9
1092,leftTorque,PLAYER_1084,9
1093,rightMaxForce,PLAYER_488,9
1094,rightMaxForce,PLAYER_535,9
1095,rightMaxForce,PLAYER_745,9
1096,rightMaxForce,PLAYER_758,9
1097,rightMaxForce,PLAYER_178,9
1098,rightMaxForce,PLAYER_029,9
1099,rightMaxForce,PLAYER_016,9
1100,rightMaxForce,PLAYER_980,9
1101,rightMaxForce,PLAYER_775,9
1102,rightMaxForce,PLAYER_589,9
1103,rightMaxForce,PLAYER_728,9
1104,rightMaxForce,PLAYER_1049,9
1105,rightMaxForce,PLAYER_510,9
1106,rightMaxForce,PLAYER_1226,9
1107,rightMaxForce,PLAYER_607,9
1108,rightMaxForce,PLAYER_058,9
1109,rightMaxForce,PLAYER_670,9
1110,rightMaxForce,PLAYER_374,9
1111,rightMaxForce,PLAYER_193,9
1112,rightMaxForce,PLAYER_353,9
1113,rightMaxForce,PLAYER_269,9
1114,rightMaxForce,PLAYER_1084,9
1115,rightTorque,PLAYER_488,9
1116,rightTorque,PLAYER_535,9
1117,rightTorque,PLAYER_745,9
1118,rightTorque,PLAYER_758,9
1119,rightTorque,PLAYER_178,9
1120,rightTorque,PLAYER_029,9
1121,rightTorque,PLAYER_016,9
1122,rightTorque,PLAYER_980,9
1123,rightTorque,PLAYER_775,9
1124,rightTorque,PLAYER_589,9
1125,rightTorque,PLAYER_728,9
1126,rightTorque,PLAYER_510,9
1127,rightTorque,PLAYER_1226,9
1128,rightTorque,PLAYER_607,9
1129,rightTorque,PLAYER_058,9
1130,rightTorque,PLAYER_1152,9
1131,rightTorque,PLAYER_670,9
1132,rightTorque,PLAYER_374,9
1133,rightTorque,PLAYER_009,9
1134,rightTorque,PLAYER_908,9
1135,rightTorque,PLAYER_1006,9
1136,rightTorque,PLAYER_353,9
1137,rightTorque,PLAYER_037,9
1138,rightTorque,PLAYER_269,9
1139,rightTorque,PLAYER_1084,9
1140,leftMaxForce,PLAYER_1191,8
1141,leftMaxForce,PLAYER_766,8
1142,leftMaxForce,PLAYER_949,8
1143,leftMaxForce,PLAYER_840,8
1144,leftMaxForce,PLAYER_1117,8
1145,leftMaxForce,PLAYER_531,8
1146,leftMaxForce,PLAYER_710,8
1147,leftMaxForce,PLAYER_720,8
1148,leftMaxForce,PLAYER_822,8
1149,leftMaxForce,PLAYER_1218,8
1150,leftMaxForce,PLAYER_796,8
1151,leftMaxForce,PLAYER_1057,8
1152,leftMaxForce,PLAYER_866,8
1153,leftMaxForce,PLAYER_563,8
1154,leftMaxForce,PLAYER_179,8
1155,leftMaxForce,PLAYER_048,8
1156,leftMaxForce,PLAYER_117,8
1157,leftMaxForce,PLAYER_1149,8
1158,leftMaxForce,PLAYER_861,8
1159,leftMaxForce,PLAYER_1079,8
1160,leftMaxForce,PLAYER_789,8
1161,leftMaxForce,PLAYER_670,8
1162,leftMaxForce,PLAYER_033,8
1163,leftMaxForce,PLAYER_403,8
1164,leftMaxForce,PLAYER_223,8
1165,leftMaxForce,PLAYER_869,8
1166,leftTorque,PLAYER_1191,8
1167,leftTorque,PLAYER_766,8
1168,leftTorque,PLAYER_949,8
1169,leftTorque,PLAYER_840,8
1170,leftTorque,PLAYER_1117,8
1171,leftTorque,PLAYER_531,8
1172,leftTorque,PLAYER_720,8
1173,leftTorque,PLAYER_822,8
1174,leftTorque,PLAYER_1218,8
1175,leftTorque,PLAYER_796,8
1176,leftTorque,PLAYER_1049,8
1177,leftTorque,PLAYER_1057,8
1178,leftTorque,PLAYER_866,8
1179,leftTorque,PLAYER_563,8
1180,leftTorque,PLAYER_179,8
1181,leftTorque,PLAYER_048,8
1182,leftTorque,PLAYER_117,8
1183,leftTorque,PLAYER_1149,8
1184,leftTorque,PLAYER_861,8
1185,leftTorque,PLAYER_1079,8
1186,leftTorque,PLAYER_789,8
1187,leftTorque,PLAYER_670,8
1188,leftTorque,PLAYER_033,8
1189,leftTorque,PLAYER_403,8
1190,leftTorque,PLAYER_223,8
1191,leftTorque,PLAYER_869,8
1192,rightMaxForce,PLAYER_1191,8
1193,rightMaxForce,PLAYER_766,8
1194,rightMaxForce,PLAYER_949,8
1195,rightMaxForce,PLAYER_840,8
1196,rightMaxForce,PLAYER_1117,8
1197,rightMaxForce,PLAYER_531,8
1198,rightMaxForce,PLAYER_710,8
1199,rightMaxForce,PLAYER_720,8
1200,rightMaxForce,PLAYER_822,8
1201,rightMaxForce,PLAYER_1218,8
1202,rightMaxForce,PLAYER_796,8
1203,rightMaxForce,PLAYER_1057,8
1204,rightMaxForce,PLAYER_866,8
1205,rightMaxForce,PLAYER_563,8
1206,rightMaxForce,PLAYER_179,8
1207,rightMaxForce,PLAYER_048,8
1208,rightMaxForce,PLAYER_117,8
1209,rightMaxForce,PLAYER_1149,8
1210,rightMaxForce,PLAYER_861,8
1211,rightMaxForce,PLAYER_1079,8
1212,rightMaxForce,PLAYER_789,8
1213,rightMaxForce,PLAYER_033,8
1214,rightMaxForce,PLAYER_403,8
1215,rightMaxForce,PLAYER_223,8
1216,rightMaxForce,PLAYER_869,8
1217,rightTorque,PLAYER_1191,8
1218,rightTorque,PLAYER_766,8
1219,rightTorque,PLAYER_949,8
1220,rightTorque,PLAYER_840,8
1221,rightTorque,PLAYER_1117,8
1222,rightTorque,PLAYER_531,8
1223,rightTorque,PLAYER_720,8
1224,rightTorque,PLAYER_822,8
1225,rightTorque,PLAYER_1218,8
1226,rightTorque,PLAYER_796,8
1227,rightTorque,PLAYER_1049,8
1228,rightTorque,PLAYER_1057,8
1229,rightTorque,PLAYER_866,8
1230,rightTorque,PLAYER_563,8
1231,rightTorque,PLAYER_179,8
1232,rightTorque,PLAYER_048,8
1233,rightTorque,PLAYER_117,8
1234,rightTorque,PLAYER_1149,8
1235,rightTorque,PLAYER_861,8
1236,rightTorque,PLAYER_1079,8
1237,rightTorque,PLAYER_789,8
1238,rightTorque,PLAYER_033,8
1239,rightTorque,PLAYER_403,8
1240,rightTorque,PLAYER_223,8
1241,rightTorque,PLAYER_869,8
1242,accel_load_accum,PLAYER_914,7
1243,distance_total,PLAYER_914,7
1244,leftMaxForce,PLAYER_792,7
1245,leftMaxForce,PLAYER_142,7
1246,leftMaxForce,PLAYER_381,7
1247,leftMaxForce,PLAYER_742,7
1248,leftMaxForce,PLAYER_1159,7
1249,leftMaxForce,PLAYER_1038,7
1250,leftMaxForce,PLAYER_055,7
1251,leftMaxForce,PLAYER_444,7
1252,leftMaxForce,PLAYER_221,7
1253,leftMaxForce,PLAYER_673,7
1254,leftMaxForce,PLAYER_1189,7
1255,leftMaxForce,PLAYER_1109,7
1256,leftMaxForce,PLAYER_874,7
1257,leftMaxForce,PLAYER_219,7
1258,leftMaxForce,PLAYER_060,7
1259,leftMaxForce,PLAYER_1197,7
1260,leftMaxForce,PLAYER_017,7
1261,leftMaxForce,PLAYER_657,7
1262,leftMaxForce,PLAYER_1207,7
1263,leftMaxForce,PLAYER_995,7
1264,leftMaxForce,PLAYER_413,7
1265,leftMaxForce,PLAYER_574,7
1266,leftTorque,PLAYER_792,7
1267,leftTorque,PLAYER_142,7
1268,leftTorque,PLAYER_381,7
1269,leftTorque,PLAYER_742,7
1270,leftTorque,PLAYER_1159,7
1271,leftTorque,PLAYER_1038,7
1272,leftTorque,PLAYER_055,7
1273,leftTorque,PLAYER_444,7
1274,leftTorque,PLAYER_710,7
1275,leftTorque,PLAYER_221,7
1276,leftTorque,PLAYER_673,7
1277,leftTorque,PLAYER_1189,7
1278,leftTorque,PLAYER_1109,7
1279,leftTorque,PLAYER_874,7
1280,leftTorque,PLAYER_219,7
1281,leftTorque,PLAYER_060,7
1282,leftTorque,PLAYER_1197,7
1283,leftTorque,PLAYER_017,7
1284,leftTorque,PLAYER_657,7
1285,leftTorque,PLAYER_1207,7
1286,leftTorque,PLAYER_995,7
1287,leftTorque,PLAYER_413,7
1288,rightMaxForce,PLAYER_792,7
1289,rightMaxForce,PLAYER_142,7
1290,rightMaxForce,PLAYER_381,7
1291,rightMaxForce,PLAYER_742,7
1292,rightMaxForce,PLAYER_1159,7
1293,rightMaxForce,PLAYER_1038,7
1294,rightMaxForce,PLAYER_055,7
1295,rightMaxForce,PLAYER_444,7
1296,rightMaxForce,PLAYER_221,7
1297,rightMaxForce,PLAYER_673,7
1298,rightMaxForce,PLAYER_1189,7
1299,rightMaxForce,PLAYER_1109,7
1300,rightMaxForce,PLAYER_874,7
1301,rightMaxForce,PLAYER_219,7
1302,rightMaxForce,PLAYER_060,7
1303,rightMaxForce,PLAYER_1197,7
1304,rightMaxForce,PLAYER_017,7
1305,rightMaxForce,PLAYER_657,7
1306,rightMaxForce,PLAYER_1207,7
1307,rightMaxForce,PLAYER_995,7
1308,rightMaxForce,PLAYER_413,7
1309,rightMaxForce,PLAYER_574,7
1310,rightTorque,PLAYER_792,7
1311,rightTorque,PLAYER_142,7
1312,rightTorque,PLAYER_381,7
1313,rightTorque,PLAYER_742,7
1314,rightTorque,PLAYER_1159,7
1315,rightTorque,PLAYER_1038,7
1316,rightTorque,PLAYER_055,7
1317,rightTorque,PLAYER_444,7
1318,rightTorque,PLAYER_710,7
1319,rightTorque,PLAYER_221,7
1320,rightTorque,PLAYER_673,7
1321,rightTorque,PLAYER_1189,7
1322,rightTorque,PLAYER_1109,7
1323,rightTorque,PLAYER_874,7
1324,rightTorque,PLAYER_219,7
1325,rightTorque,PLAYER_060,7
1326,rightTorque,PLAYER_1197,7
1327,rightTorque,PLAYER_017,7
1328,rightTorque,PLAYER_657,7
1329,rightTorque,PLAYER_1207,7
1330,rightTorque,PLAYER_995,7
1331,rightTorque,PLAYER_413,7
1332,leftMaxForce,PLAYER_384,6
1333,leftMaxForce,PLAYER_884,6
1334,leftMaxForce,PLAYER_301,6
1335,leftMaxForce,PLAYER_349,6
1336,leftMaxForce,PLAYER_346,6
1337,leftMaxForce,PLAYER_1141,6
1338,leftMaxForce,PLAYER_1250,6
1339,leftMaxForce,PLAYER_1251,6
1340,leftMaxForce,PLAYER_299,6
1341,leftMaxForce,PLAYER_1134,6
1342,leftMaxForce,PLAYER_462,6
1343,leftMaxForce,PLAYER_517,6
1344,leftMaxForce,PLAYER_988,6
1345,leftMaxForce,PLAYER_514,6
1346,leftMaxForce,PLAYER_385,6
1347,leftMaxForce,PLAYER_1201,6
1348,leftMaxForce,PLAYER_417,6
1349,leftMaxForce,PLAYER_486,6
1350,leftMaxForce,PLAYER_809,6
1351,leftMaxForce,PLAYER_1198,6
1352,leftMaxForce,PLAYER_746,6
1353,leftMaxForce,PLAYER_552,6
1354,leftTorque,PLAYER_384,6
1355,leftTorque,PLAYER_884,6
1356,leftTorque,PLAYER_301,6
1357,leftTorque,PLAYER_349,6
1358,leftTorque,PLAYER_346,6
1359,leftTorque,PLAYER_1141,6
1360,leftTorque,PLAYER_1250,6
1361,leftTorque,PLAYER_1251,6
1362,leftTorque,PLAYER_299,6
1363,leftTorque,PLAYER_1134,6
1364,leftTorque,PLAYER_462,6
1365,leftTorque,PLAYER_517,6
1366,leftTorque,PLAYER_988,6
1367,leftTorque,PLAYER_514,6
1368,leftTorque,PLAYER_193,6
1369,leftTorque,PLAYER_1201,6
1370,leftTorque,PLAYER_417,6
1371,leftTorque,PLAYER_486,6
1372,leftTorque,PLAYER_809,6
1373,leftTorque,PLAYER_1198,6
1374,leftTorque,PLAYER_746,6
1375,leftTorque,PLAYER_552,6
1376,leftTorque,PLAYER_574,6
1377,rightMaxForce,PLAYER_384,6
1378,rightMaxForce,PLAYER_884,6
1379,rightMaxForce,PLAYER_301,6
1380,rightMaxForce,PLAYER_349,6
1381,rightMaxForce,PLAYER_346,6
1382,rightMaxForce,PLAYER_1141,6
1383,rightMaxForce,PLAYER_1250,6
1384,rightMaxForce,PLAYER_1251,6
1385,rightMaxForce,PLAYER_299,6
1386,rightMaxForce,PLAYER_1134,6
1387,rightMaxForce,PLAYER_462,6
1388,rightMaxForce,PLAYER_517,6
1389,rightMaxForce,PLAYER_988,6
1390,rightMaxForce,PLAYER_514,6
1391,rightMaxForce,PLAYER_385,6
1392,rightMaxForce,PLAYER_1201,6
1393,rightMaxForce,PLAYER_417,6
1394,rightMaxForce,PLAYER_486,6
1395,rightMaxForce,PLAYER_809,6
1396,rightMaxForce,PLAYER_1198,6
1397,rightMaxForce,PLAYER_746,6
1398,rightMaxForce,PLAYER_552,6
1399,rightTorque,PLAYER_384,6
1400,rightTorque,PLAYER_884,6
1401,rightTorque,PLAYER_301,6
1402,rightTorque,PLAYER_349,6
1403,rightTorque,PLAYER_346,6
1404,rightTorque,PLAYER_1141,6
1405,rightTorque,PLAYER_1250,6
1406,rightTorque,PLAYER_1251,6
1407,rightTorque,PLAYER_299,6
1408,rightTorque,PLAYER_1134,6
1409,rightTorque,PLAYER_462,6
1410,rightTorque,PLAYER_517,6
1411,rightTorque,PLAYER_988,6
1412,rightTorque,PLAYER_514,6
1413,rightTorque,PLAYER_193,6
1414,rightTorque,PLAYER_1201,6
1415,rightTorque,PLAYER_417,6
1416,rightTorque,PLAYER_486,6
1417,rightTorque,PLAYER_809,6
1418,rightTorque,PLAYER_1198,6
1419,rightTorque,PLAYER_746,6
1420,rightTorque,PLAYER_552,6
1421,rightTorque,PLAYER_574,6
1422,leftMaxForce,PLAYER_1143,5
1423,leftMaxForce,PLAYER_073,5
1424,leftMaxForce,PLAYER_1182,5
1425,leftMaxForce,PLAYER_102,5
1426,leftMaxForce,PLAYER_520,5
1427,leftMaxForce,PLAYER_1108,5
1428,leftMaxForce,PLAYER_1229,5
1429,leftMaxForce,PLAYER_1199,5
1430,leftMaxForce,PLAYER_147,5
1431,leftMaxForce,PLAYER_1131,5
1432,leftMaxForce,PLAYER_990,5
1433,leftMaxForce,PLAYER_337,5
1434,leftMaxForce,PLAYER_358,5
1435,leftMaxForce,PLAYER_1200,5
1436,leftMaxForce,PLAYER_414,5
1437,leftMaxForce,PLAYER_862,5
1438,leftMaxForce,PLAYER_1065,5
1439,leftMaxForce,PLAYER_1227,5
1440,leftMaxForce,PLAYER_043,5
1441,leftMaxForce,PLAYER_604,5
1442,leftMaxForce,PLAYER_779,5
