,timestamp,metric,value,playername,team
2870,2022-09-19 16:00:00,distance_total,3793.519705,PLAYER_755,Mens Basketball
2871,2022-09-19 16:00:00,accel_load_accum,510.673768,PLAYER_755,Mens Basketball
2872,2022-09-16 11:50:01,accel_load_accum,189.332054,PLAYER_755,Mens Basketball
2873,2022-09-16 11:50:01,distance_total,1612.587725,PLAYER_755,Mens Basketball
2874,2022-09-15 17:00:00,distance_total,3005.128934,PLAYER_755,Mens Basketball
2875,2022-09-15 17:00:00,accel_load_accum,459.453054,PLAYER_755,Mens Basketball
2876,2022-09-14 17:20:00,accel_load_accum,417.766286,PLAYER_755,Mens Basketball
2877,2022-09-14 17:20:00,distance_total,3336.806219,PLAYER_755,Mens Basketball
2878,2022-09-13 17:00:00,distance_total,2537.133841,PLAYER_755,Mens Basketball
2879,2022-09-13 17:00:00,accel_load_accum,313.485695,PLAYER_755,Mens Basketball
2880,2022-09-12 17:00:03,accel_load_accum,368.527953,PLAYER_755,Mens Basketball
2881,2022-09-12 17:00:03,distance_total,2805.794169,PLAYER_755,Mens Basketball
2882,2022-09-09 17:00:00,distance_total,3602.639429,PLAYER_755,Mens Basketball
2883,2022-09-09 17:00:00,accel_load_accum,472.189093,PLAYER_755,Mens Basketball
2884,2022-09-09 12:35:24,leftMaxForce,314.5,PLAYER_755,Men's Basketball
2885,2022-09-09 12:35:24,leftTorque,168.41475,PLAYER_755,Men's Basketball
2886,2022-09-09 12:35:24,rightMaxForce,285.75,PLAYER_755,Men's Basketball
2887,2022-09-09 12:35:24,rightTorque,153.019125,PLAYER_755,Men's Basketball
2888,2022-09-08 17:00:26,accel_load_accum,475.898093,PLAYER_755,Mens Basketball
2889,2022-09-08 17:00:26,distance_total,3596.513124,PLAYER_755,Mens Basketball
2890,2022-09-07 17:00:00,distance_total,3619.070656,PLAYER_755,Mens Basketball
2891,2022-09-07 17:00:00,accel_load_accum,496.031276,PLAYER_755,Mens Basketball
2892,2022-09-06 17:01:59,accel_load_accum,449.154935,PLAYER_755,Mens Basketball
2893,2022-09-06 17:01:59,distance_total,3258.253236,PLAYER_755,Mens Basketball
2894,2022-09-01 17:00:00,distance_total,2969.944899,PLAYER_755,Mens Basketball
2895,2022-09-01 17:00:00,accel_load_accum,393.567274,PLAYER_755,Mens Basketball
2896,2022-08-31 17:00:05,accel_load_accum,416.888868,PLAYER_755,Mens Basketball
2897,2022-08-31 17:00:05,distance_total,3363.326159,PLAYER_755,Mens Basketball
2898,2022-08-30 17:00:00,distance_total,3446.61435,PLAYER_755,Mens Basketball
2899,2022-08-30 17:00:00,accel_load_accum,424.905687,PLAYER_755,Mens Basketball
2900,2022-08-29 17:00:00,accel_load_accum,417.024946,PLAYER_755,Mens Basketball
2901,2022-08-29 17:00:00,distance_total,2960.00518,PLAYER_755,Mens Basketball
2902,2022-08-22 12:32:45,leftTorque,177.652125,PLAYER_755,Men's Basketball
2903,2022-08-22 12:32:45,rightMaxForce,315.0,PLAYER_755,Men's Basketball
2904,2022-08-22 12:32:45,rightTorque,168.6825,PLAYER_755,Men's Basketball
2905,2022-08-22 12:32:45,leftMaxForce,331.75,PLAYER_755,Men's Basketball
2906,2022-08-09 17:15:13,distance_total,3635.718122,PLAYER_755,Mens Basketball
2907,2022-08-09 17:15:13,accel_load_accum,468.872242,PLAYER_755,Mens Basketball
2908,2022-08-08 18:25:06,leftMaxForce,364.0,PLAYER_755,Men's Basketball
2909,2022-08-08 18:25:06,leftTorque,194.922,PLAYER_755,Men's Basketball
2910,2022-08-08 18:25:06,rightMaxForce,302.75,PLAYER_755,Men's Basketball
2911,2022-08-08 18:25:06,rightTorque,162.122625,PLAYER_755,Men's Basketball
2912,2022-08-08 17:00:00,accel_load_accum,416.037755,PLAYER_755,Mens Basketball
2913,2022-08-08 17:00:00,distance_total,3147.750203,PLAYER_755,Mens Basketball
2914,2022-08-04 17:00:41,distance_total,2336.435515,PLAYER_755,Mens Basketball
2915,2022-08-04 17:00:41,accel_load_accum,334.492255,PLAYER_755,Mens Basketball
2916,2022-08-04 17:00:36,accel_load_accum,334.778032,PLAYER_755,Mens Basketball
2917,2022-08-04 17:00:36,distance_total,2339.590028,PLAYER_755,Mens Basketball
2918,2022-08-03 17:00:46,distance_total,4189.052337,PLAYER_755,Mens Basketball
2919,2022-08-03 17:00:46,accel_load_accum,529.889716,PLAYER_755,Mens Basketball
2920,2022-08-02 18:00:00,accel_load_accum,20.696398,PLAYER_755,Mens Basketball
2921,2022-08-02 18:00:00,distance_total,233.51356,PLAYER_755,Mens Basketball
2922,2022-08-01 17:00:00,distance_total,2240.360162,PLAYER_755,Mens Basketball
2923,2022-08-01 17:00:00,accel_load_accum,283.954427,PLAYER_755,Mens Basketball
2924,2022-07-29 16:45:00,accel_load_accum,525.226594,PLAYER_755,Mens Basketball
2925,2022-07-29 16:45:00,distance_total,4006.404066,PLAYER_755,Mens Basketball
2926,2022-07-28 19:20:00,distance_total,4396.245192,PLAYER_755,Mens Basketball
2927,2022-07-28 19:20:00,accel_load_accum,534.946593,PLAYER_755,Mens Basketball
2928,2022-07-26 19:30:00,accel_load_accum,323.409289,PLAYER_755,Mens Basketball
2929,2022-07-26 19:30:00,distance_total,2656.400155,PLAYER_755,Mens Basketball
2930,2022-07-22 14:49:32,leftTorque,118.07775,PLAYER_755,Men's Basketball
2931,2022-07-22 14:49:32,rightMaxForce,244.5,PLAYER_755,Men's Basketball
2932,2022-07-22 14:49:32,rightTorque,130.92975,PLAYER_755,Men's Basketball
2933,2022-07-22 14:49:32,leftMaxForce,220.5,PLAYER_755,Men's Basketball
2934,2022-07-21 11:00:00,distance_total,3204.180278,PLAYER_755,Mens Basketball
2935,2022-07-21 11:00:00,accel_load_accum,415.555241,PLAYER_755,Mens Basketball
2936,2022-07-20 17:00:38,accel_load_accum,468.49732,PLAYER_755,Mens Basketball
2937,2022-07-20 17:00:38,distance_total,3833.345638,PLAYER_755,Mens Basketball
2938,2022-07-19 18:32:53,leftMaxForce,337.5,PLAYER_755,Men's Basketball
2939,2022-07-19 18:32:53,leftTorque,180.73125,PLAYER_755,Men's Basketball
2940,2022-07-19 18:32:53,rightMaxForce,279.75,PLAYER_755,Men's Basketball
2941,2022-07-19 18:32:53,rightTorque,149.806125,PLAYER_755,Men's Basketball
