,timestamp,metric,value,playername,team
0,2025-03-12 16:52:38,distance_total,6454.832766,PLAYER_1128,Womens Basketball
1,2025-03-12 16:52:38,accel_load_accum,861.58782,PLAYER_1128,Womens Basketball
2,2025-03-11 12:30:00,accel_load_accum,436.49985,PLAYER_1128,Womens Basketball
3,2025-03-11 12:30:00,distance_total,2937.511473,PLAYER_1128,Womens Basketball
4,2025-03-10 18:20:12,distance_total,3414.855932,PLAYER_1128,Womens Basketball
5,2025-03-10 18:20:12,accel_load_accum,486.267654,PLAYER_1128,Womens Basketball
6,2025-03-08 15:50:00,accel_load_accum,1064.086101,PLAYER_1128,Womens Basketball
7,2025-03-08 15:50:00,distance_total,7747.752569,PLAYER_1128,Womens Basketball
8,2025-03-07 19:00:00,distance_total,1900.382044,PLAYER_1128,Womens Basketball
9,2025-03-07 19:00:00,accel_load_accum,327.12982,PLAYER_1128,Womens Basketball
10,2025-03-06 21:55:00,accel_load_accum,1091.091943,PLAYER_1128,Womens Basketball
11,2025-03-06 21:55:00,distance_total,8094.848916,PLAYER_1128,Womens Basketball
12,2025-03-05 19:00:00,distance_total,3274.381138,PLAYER_1128,Womens Basketball
13,2025-03-05 19:00:00,accel_load_accum,528.900621,PLAYER_1128,Womens Basketball
14,2025-03-02 16:55:00,accel_load_accum,925.603446,PLAYER_1128,Womens Basketball
15,2025-03-02 16:55:00,distance_total,6805.957873,PLAYER_1128,Womens Basketball
16,2025-03-01 19:15:00,distance_total,2094.462193,PLAYER_1128,Womens Basketball
17,2025-03-01 19:15:00,accel_load_accum,319.739778,PLAYER_1128,Womens Basketball
18,2025-02-28 22:53:00,accel_load_accum,975.755287,PLAYER_1128,Womens Basketball
19,2025-02-28 22:53:00,distance_total,7120.603131,PLAYER_1128,Womens Basketball
20,2025-02-27 18:15:00,distance_total,3868.312191,PLAYER_1128,Womens Basketball
21,2025-02-27 18:15:00,accel_load_accum,606.713236,PLAYER_1128,Womens Basketball
22,2025-02-26 19:00:00,accel_load_accum,516.577153,PLAYER_1128,Womens Basketball
23,2025-02-26 19:00:00,distance_total,3717.571306,PLAYER_1128,Womens Basketball
